100	0.018000
120	0.016000
140	0.018000
160	0.022000
180	0.024000
200	0.027000
220	0.029000
240	0.032000
260	0.034000
280	0.035000
300	0.038000
320	0.041000
340	0.045000
360	0.046000
380	0.049000
400	0.051000
420	0.053000
440	0.057000
460	0.059000
480	0.062000
500	0.063000
520	0.067000
540	0.067000
560	0.072000
580	0.073000
600	0.079000
620	0.081000
640	0.082000
660	0.084000
680	0.086000
700	0.092000
720	0.089000
740	0.093000
760	0.096000
780	0.097000
800	0.104000
820	0.105000
840	0.108000
860	0.109000
880	0.118000
900	0.113000
920	0.115000
940	0.115000
960	0.124000
980	0.125000
1000	0.127000
1020	0.128000
1040	0.134000
1060	0.133000
1080	0.140000
1100	0.138000
1120	0.142000
1140	0.149000
1160	0.146000
1180	0.146000
1200	0.150000
1220	0.176000
1240	0.154000
1260	0.157000
1280	0.162000
1300	0.162000
1320	0.166000
1340	0.170000
1360	0.193000
1380	0.187000
1400	0.202000
1420	0.207000
1440	0.194000
1460	0.176000
1480	0.177000
1500	0.179000
1520	0.184000
1540	0.181000
1560	0.201000
1580	0.214000
1600	0.193000
1620	0.195000
1640	0.193000
1660	0.220000
1680	0.200000
1700	0.204000
1720	0.261000
1740	0.247000
1760	0.270000
1780	0.233000
1800	0.233000
1820	0.224000
1840	0.220000
1860	0.220000
1880	0.236000
1900	0.252000
1920	0.228000
1940	0.229000
1960	0.237000
1980	0.266000
2000	0.262000

