1	3.274000
2	2.800000
3	2.781000
4	2.402000
5	2.108000
6	4.599000
7	1.840000
8	1.771000
9	1.767000
10	1.774000
11	1.768000
12	1.750000
13	1.566000
14	1.562000
15	1.563000
16	1.564000
17	1.563000
18	1.571000
19	1.619000
20	1.580000
21	3.887000
22	3.742000
23	3.797000
24	3.799000
25	3.852000
26	3.691000
27	3.692000
28	3.653000
29	3.812000
30	3.597000
31	3.591000
32	3.594000
33	3.592000
34	3.605000
35	3.599000
36	3.681000
37	1.868000
38	1.401000
39	1.404000
40	1.404000
41	1.404000
42	1.402000
43	1.407000
44	1.403000
45	1.406000
46	1.407000
47	1.405000
48	1.406000
49	1.409000
50	1.403000
51	1.401000
52	1.405000
53	1.402000
54	1.407000
55	1.405000
56	1.548000
57	1.408000
58	1.409000
59	1.404000
60	1.507000
61	1.484000
62	1.480000
63	1.505000
64	1.743000
65	1.492000
66	1.540000
67	1.521000
68	1.640000
69	1.790000
70	3.100000
71	3.793000
72	3.693000
73	1.542000
74	1.489000
75	1.489000
76	1.490000
77	1.486000
78	1.494000
79	1.495000
80	1.540000
81	1.568000
82	1.492000
83	1.496000
84	1.485000
85	1.483000
86	1.502000
87	1.483000
88	1.483000
89	1.484000
90	1.482000
91	1.484000
92	1.611000
93	1.517000
94	1.449000
95	1.478000
96	1.446000
97	1.442000
98	1.445000
99	1.733000
100	1.514000
