1	3.746000
2	3.149000
3	2.815000
4	2.674000
5	2.506000
6	2.058000
7	2.059000
8	2.054000
9	1.964000
10	1.723000
11	1.722000
12	1.728000
13	1.709000
14	1.723000
15	1.646000
16	1.529000
17	1.529000
18	1.528000
19	1.526000
20	1.527000
21	1.527000
22	1.544000
23	1.527000
24	1.542000
25	1.376000
26	1.369000
27	1.373000
28	1.480000
29	1.371000
30	1.379000
31	1.372000
32	1.373000
33	1.373000
34	1.377000
35	1.442000
36	1.373000
37	1.370000
38	1.369000
39	1.377000
40	1.368000
41	1.371000
42	1.369000
43	1.368000
44	1.371000
45	1.368000
46	1.369000
47	1.370000
48	1.445000
49	1.371000
50	1.370000
51	1.411000
52	1.438000
53	1.374000
54	1.389000
55	1.434000
56	1.370000
57	1.377000
58	1.370000
59	1.366000
60	1.407000
61	1.369000
62	1.370000
63	1.370000
64	1.370000
65	1.372000
66	1.369000
67	1.370000
68	1.371000
69	1.368000
70	1.370000
71	1.370000
72	1.410000
73	1.370000
74	1.456000
75	1.372000
76	1.371000
77	1.370000
78	1.467000
79	1.427000
80	1.470000
81	1.630000
82	1.374000
83	1.370000
84	1.371000
85	1.464000
86	1.390000
87	1.416000
88	1.407000
89	1.407000
90	1.408000
91	1.407000
92	1.410000
93	1.410000
94	1.415000
95	1.406000
96	1.409000
97	1.407000
98	1.406000
99	1.476000
100	1.409000
